PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50 Modifier,IC50,IC50 Std Dev Modifier,IC50 Std Dev,IC50 Hill Slope,IC50 NormChi2,% Inhibition @ 100 uM,% Inhibition @ 50 uM,% Inhibition @ 25 uM,% Inhibition @ 12.5 uM,% Inhibition @ 6.25 uM,% Inhibition @ 3.13 uM,% Inhibition @ 1.56 uM,% Inhibition @ 0.78 uM,% Inhibition @ 0.39 uM,% Inhibition @ 0.19 uM,Primary Outcome,Primary Screen % Inhibition @ 25 uM,Pilot 10K Screen % Inhibition @ 25 uM Rep 1,Pilot 10K Screen % Inhibition @ 25 uM Rep 2,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,STRING
RESULT_UNIT,,,,,,,NONE,MICROMOLAR,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
330,24803016,2176498,Active,60,,,,51.53,,11.39,1.06,9.62,56.13,67.34,26.8,10.35,5.77,9.41,3.4,13.6,4.82,0,Active,84.66,,,verified
331,24803058,1303684,Active,78,,,,6.04,,0.18,3.12,2.55,100,92.89,100,90.74,52.64,11.27,2.14,1.4,0,0,Active,84.18,,,verified
332,24803277,1318904,Active,76,,,,10.93,,1.85,1.88,11.41,77.56,79.05,80.59,71.53,15.89,4.23,0,0,0,0,Active,52.42,,,verified
333,24803578,1894899,Active,63,,,,45.25,,5.36,1.41,6.56,65.32,64.94,30.35,5.61,4.84,3.52,2.14,2.79,4.06,4.11,Active,70.17,,,verified
334,24803696,1285929,Active,50,,,,77.29,,39.67,0.72,13.41,34.84,53,56.77,16.13,1.38,4.93,0,0,0,1.37,Active,58.36,,,verified
335,24803816,1322857,Active,41,,,>,100,,252.69,0.51,5.26,32.89,27.14,24.59,8.41,5.53,4.93,7.13,14.65,2.71,4.11,Active,36.59,,,verified
336,24804292,1911669,Active,73,,,,18.78,,3.47,1.57,11.3,71.18,76.47,77.99,34.36,2.76,2.11,3.56,1.4,0,6.86,Active,72.87,,,verified
337,24804310,2905495,Active,72,,,,21.44,,8.62,0.76,16.02,49.5,71.45,61.27,68.72,12.43,10.57,7.84,1.4,0,0,Active,61.17,,,verified
338,24804646,1095028,Active,64,,,,40.56,,7.02,0.95,7.34,59.2,68.67,36.96,23.84,13.13,0,6.42,9.07,0.68,0,Active,65.52,,,verified
339,24804789,3155287,Active,76,,,,11,,1.61,1.31,8.18,85.98,99.16,77.14,41.51,43.38,11.27,7.84,6.28,0,2.74,Active,70.95,,,verified
340,24805760,5740156,Active,65,,,,39.86,,2.12,2.21,3.86,82.52,67.48,23.27,6.21,3.06,0,6.8,0,0,0,Active,41.18,,,verified
341,24805909,1800867,Active,60,,,,51.67,,3.09,2.59,4.72,89.11,43.83,16.16,5.61,6.22,2.11,4.28,5.58,5.41,2.74,Active,49.01,,,verified
342,24806061,2215756,Active,63,,,,43.25,,9.23,1.75,13.57,59.2,82.51,14.05,6.31,4.14,0,1.43,9.77,1.35,0,Active,35.15,,,verified
343,24806704,2922136,Active,73,,,,19.81,,2.27,2.52,8.92,82.27,87.94,72.3,14.02,13.82,4.23,7.84,4.19,6.09,2.74,Active,79.91,,,verified
344,24806832,5348896,Active,58,,,,56.05,,3.67,1.82,4.17,68.66,51.69,16.93,0,0,0,0,0.68,0,4.16,Active,47.18,,,verified
345,24807284,3157647,Active,69,,,,27.94,,2.25,1.68,5.08,97.49,68.87,43.35,23.14,6.91,3.52,10.69,3.49,0,2.74,Active,110.91,,,verified
346,24807685,5333542,Active,42,,,,96.5,,6.53,2.32,4.13,52.17,17.64,4.22,0.7,3.45,4.93,7.13,3.49,6.09,1.37,Active,68.36,,,verified
347,24809810,752424,Active,46,,,,88.59,,13.32,1.33,6.02,48.39,44.4,7.05,2.76,5.77,2.02,0.68,0,0,0,Active,53.08,,,verified
348,24810603,16193168,Active,71,,,,24.13,,1.52,2.78,5.2,100,96.84,45.39,20.34,5.53,2.11,0,2.79,2.03,4.8,Active,50.35,,,verified
349,24811245,23679857,Active,62,,,,46.2,,2.18,3.09,4.12,84.49,60.8,7.03,5.61,0,0,2.14,2.79,0,0,Active,71.68,,,verified
350,24813462,16194028,Active,76,,,,12.15,,1.18,1.89,6.53,100,85.96,75.74,61.08,15.96,0,10.2,2.72,1.38,2.77,Active,86.32,,,verified
351,24813824,16194155,Active,52,,,,72.82,,1.52,3.1,1.75,72.16,25.11,0,0,0,2.82,0,0,0,1.37,Active,36.85,,,verified
352,24813873,135472767,Active,59,,,,54.18,,3.06,2.11,3.95,73.46,52.18,11.94,0,5.53,0,0,0,0,0,Active,42.77,,,verified
353,24813905,2839791,Active,75,,,,12.82,,1.25,2.14,7.02,89.24,91.47,90.02,41.09,22.8,2.82,3.56,10.46,2.71,0.69,Active,87.55,,,verified
354,24813907,2851007,Active,72,,,,21.41,,1.84,1.07,4.25,86.85,69.48,55.36,36.53,14.51,13.38,9.98,10.46,0,2.74,Active,66.47,,,verified
355,24813984,6799675,Active,41,,,>,100,>,9999,0.23,16.01,4,24.07,40.2,35.13,39.33,2.02,4.76,10.88,0,0,Active,76.49,,,verified
356,24814419,4774379,Active,59,,,,54.78,,3.39,1.51,3.47,74.33,43.05,21.86,17.25,0.34,0,2.04,0,0,0,Active,46.06,,,verified
357,24814503,5998602,Active,74,,,,17.1,,1.68,2.63,7.78,88.26,84.26,82.23,23.46,10.53,7.4,6.12,2.04,0,6.24,Active,45.62,,,verified
358,24815376,4392616,Active,44,,,,92.1,,1.83,3.6,1.86,57.31,10.18,0,0,0.69,4.23,0,2.09,2.03,0,Active,28.86,,,verified
359,24816179,763709,Active,71,,,,25.18,,1.4,2.31,4.15,86.07,83.94,52.55,14.02,0,0,2.85,0,0,0,Active,58.94,,,verified
360,24816273,6374319,Active,67,,,,34.09,,1.61,2.04,3.3,83.15,74.3,32.04,11.22,3.45,0,0,0,0,0,Active,63.51,,,verified
361,24816670,3583858,Active,41,,,>,100,,15.66,1.34,3.57,44.68,19,10.54,9.12,0,3.52,2.14,6.98,0,0,Active,50.35,,,verified
362,24816927,2840530,Active,74,,,,16.27,,2.02,1.56,7.57,81.39,76.33,78.07,40.44,15.28,0,0,0,0,0,Active,95.15,,,verified
363,24817766,5386665,Active,76,,,,11.56,,822.37,18.65,12.29,66.93,100,100,81.16,0,0,4.76,4.76,7.57,3.46,Active,76.62,,,verified
364,24818771,4555740,Active,59,,,,53.79,,1.69,3.11,2.75,85.39,46.31,4.23,6.21,3.06,0,0,0,0,0,Active,66.74,,,verified
365,24819009,2262142,Active,71,,,,25.22,,4.53,1.15,9.21,67.39,68.54,62.98,37.27,4.42,1.34,0,0,0,0.69,Active,32.35,,,verified
366,24819141,54688246,Active,43,,,,94.42,,3.21,2.97,2.68,54.64,11.54,6.32,2.8,1.38,3.52,2.85,1.4,0,2.06,Active,33.55,,,verified
367,24819971,4251978,Active,65,,,,38.08,,2.05,1.59,3.27,84.24,59.37,33.23,15.43,5.53,3.52,0,8.37,2.71,1.37,Active,36.95,,,verified
368,24820405,2836594,Active,76,,,,11.97,,1.99,1.25,9.08,79.06,78.24,74.33,66.48,24.87,5.64,9.27,0,0,3.43,Active,96.77,,,verified
369,24820655,1911668,Active,65,,,,39.88,,9.56,0.88,9.61,53.99,61.95,52.62,31.77,1.38,3.52,6.42,1.4,0,1.37,Active,82.01,,,verified
370,24820887,1774431,Active,70,,,,27.18,,4.65,1.83,11.32,68.46,95.53,38.3,17.94,10.53,0.67,0,0,0,0,Active,63.31,,,verified
371,24820894,1120458,Active,55,,,,64.88,,1.18,6.67,1.36,94.76,14.93,1.41,0,0,0.7,3.56,0,0,0,Active,61.27,,,verified
372,24821219,3157645,Active,46,,,,86.22,,3.41,2.79,3.08,60.11,18.32,1.41,3.51,2.76,0,0,6.28,0,4.11,Active,84.02,,,verified
373,24822324,5909191,Active,71,,,,23.48,,3.4,1.65,9.09,76.85,89.98,52.06,20.34,9.67,8.45,7.13,11.86,5.41,6.17,Active,70.49,,,verified
374,24822328,54687597,Active,68,,,,32.57,,2.54,3.77,7.08,81.55,87.53,24.94,4.91,6.22,0,0,1.4,6.76,1.37,Active,42.47,,,verified
375,24822559,597171,Active,41,,,>,100,,50.73,0.68,3.09,36.27,28.5,20.37,11.92,4.84,1.41,7.84,2.79,6.09,0,Active,59.76,,,verified
376,24822596,1105597,Active,41,,,>,100,,178.02,0.52,5.58,34.19,37.73,14.75,9.82,12.43,4.93,11.41,6.28,6.76,5.49,Active,83.56,,,verified
377,24822789,5785910,Active,55,,,,63.37,,9.49,0.93,5.39,52.95,52.38,35.41,10.52,8.98,2.82,2.85,3.49,0,3.43,Active,38.55,,,verified
378,24822940,1909603,Active,64,,,,42.56,,2.23,1.82,3.41,82.84,57.13,27.96,7.71,3.45,8.45,0.71,5.58,0,0,Active,28.72,,,verified
379,24822951,1907063,Active,65,,,,39.11,,8.29,1.04,9.66,56.2,64.12,54.94,16.83,6.22,0,0,0,1.35,0,Active,65.38,,,verified
380,24822970,1909161,Active,72,,,,20.37,,1.75,1.57,5.17,,71.25,65.62,33.1,9.67,0,0,0,0,0,Active,60.29,,,verified
381,24822982,6023095,Active,72,,,,22.06,,2.11,1.8,6.29,98.45,81.21,48.8,38.3,0,0,0,3.4,1.38,0,Active,29.09,,,verified
382,24823069,4014500,Active,41,,,,99.55,,11.31,2.13,6.18,52.49,12.21,11.94,7.71,8.98,0,5.7,7.67,0,0,Active,29.33,,,verified
383,24823143,1271299,Active,41,,,>,100,,14,0.89,2.62,45.85,31.89,19.67,8.41,7.6,2.11,5.7,4.19,3.38,3.43,Active,58.07,,,verified
384,24823162,12301241,Active,78,,,,7.17,,98.23,15.06,24.04,66.53,41.78,97.8,100,11.21,0.67,2.72,6.8,2.75,6.93,Active,71.3,,,verified
385,24823184,4317171,Active,68,,,,30.91,,2.26,1.36,4.1,80.52,70.81,39.85,20.01,15.96,0,4.08,6.12,0,0,Active,54.45,,,verified
386,24823239,867740,Active,56,,,,61.48,,14.91,0.9,8.57,46.6,58.84,40.41,11.04,8.49,2.02,0,0,0,0,Active,58.91,,,verified
387,24823248,3613671,Active,41,,,>,100,,275.55,0.61,5.26,35.95,16.29,10.54,7.71,5.53,8.45,7.84,5.58,6.76,7.54,Active,53.02,,,verified
388,24823303,135439729,Active,62,,,,47.94,,4.14,2.34,6.44,76.52,61.48,9.13,7.01,0,2.82,2.14,0,4.06,8.23,Active,35.94,,,verified
389,24823308,16195455,Active,56,,,,61.89,,20.96,0.96,12.58,47.19,72.15,16.22,12.42,9.17,10.08,0.68,2.04,8.26,6.24,Active,59.46,,,verified
390,24823432,6526229,Active,68,,,,32.16,,6.48,1.23,10.6,60.18,71.45,58.1,17.53,1.38,0,0,0,0,0,Active,82.58,,,verified
391,24823502,6010977,Active,74,,,,15.59,,1.73,1.36,6.33,93.28,70.03,72.44,46.91,22.8,2.11,0,0,0,0,Active,84.26,,,verified
392,24823560,1594634,Active,71,,,,23.59,,1.82,3,6.62,99.25,95.18,51.5,14.73,5.53,10.57,9.98,9.77,0,1.37,Active,92,,,verified
393,24823589,741770,Active,76,,,,12.31,,0.61,2.58,3.91,93.78,100,88.04,49.09,15.89,4.93,1.43,4.88,2.71,6.17,Active,84.01,,,verified
394,24823600,6537573,Active,74,,,,15.26,,4.77,1.13,13.53,,,45.49,65.91,32.88,0,0,0,0,0,Active,51.02,,,verified
395,24823654,6185045,Active,73,,,,19.44,,3.62,1.06,9.2,67.8,70.57,69.63,46.28,17.96,4.23,0,1.4,0,0,Active,73.48,,,verified
396,24823749,3601782,Active,43,,,,95.91,,2.89,1.75,1.43,51.25,25.79,7.03,2.1,1.38,0,2.85,0.7,0,1.37,Active,34.27,,,verified
397,24823866,470958,Active,74,,,,15.57,,0.94,2.44,4.63,90.06,90.35,80.89,33.75,11.89,0,6.12,0,0,0,Active,96.59,,,verified
398,24823911,746867,Active,41,,,,99.77,,6.88,2.46,4.29,50.54,14.25,3.51,7.71,0,4.93,7.84,1.4,0,2.74,Active,32.61,,,verified
399,24824092,73157,Active,68,,,,32.19,,1.57,2.09,3.45,89.99,71.87,38.22,9.66,4.42,0,5.44,7.48,0,0,Active,66.06,,,verified
400,24824099,164676,Active,41,,,>,100,,206.72,0.66,3.7,30.66,13.45,14.11,13.11,3.74,0,6.8,4.08,0,0,Active,69.06,,,verified
401,24824127,160254,Active,45,,,,90.06,,9.25,1.75,5.18,58.48,17.64,15.46,8.41,4.84,0.7,5.7,3.49,1.35,0,Active,64.57,,,verified
402,24824451,2767793,Active,66,,,,37.54,,1.78,1.42,2.69,76.13,62.52,37.45,17.25,3.74,0.67,0,4.08,0,1.39,Active,41.58,,,verified
403,24824553,1472691,Active,41,,,>,100,,19.38,1.3,1.65,30.48,16.29,8.43,0,0,0,0,2.09,2.03,0,Active,31.62,,,verified
404,24825003,689491,Active,56,,,,62.28,,4.48,1.49,3.86,65.13,47.02,13.4,10.35,7.81,0,2.04,3.4,0,0,Active,77.52,,,verified
405,24825090,2292931,Active,49,,,,79.1,,2.49,3.5,2.8,69.81,15.61,5.62,4.91,3.45,2.11,0,0,2.71,0,Active,72.39,,,verified
406,24825327,2330223,Active,41,,,>,100,,128.85,0.56,5.21,31.72,28.5,28.74,22.44,4.14,7.04,0,2.79,0,2.06,Active,59.04,,,verified
407,24826075,4136929,Active,41,,,>,100,,24.79,0.84,2.97,39.34,31.89,16.86,11.92,4.84,0,1.43,6.98,1.35,0,Active,91.69,,,verified
408,24826591,5216133,Active,48,,,,82.48,,13.82,2.64,12.66,64.39,16.29,10.58,6.9,32.88,2.02,2.72,9.52,0,0,Active,45.86,,,verified
409,24828521,284927,Active,41,,,>,100,,69.88,1.07,5.62,36.01,16.96,4.92,7.71,4.84,7.04,9.27,0,7.44,6.17,Active,47.2,,,verified
410,24830112,5990949,Active,41,,,>,100,,10.97,1.4,1.98,37.25,23.07,7.03,0,0,0,0,0.7,0,0,Active,37.9,,,verified
411,24830920,3332172,Active,70,,,,26.45,,3.56,1.87,9.02,100,84.75,34.13,22.08,18.68,12.1,4.76,6.8,1.38,4.85,Active,56.82,,,verified
412,24831467,6306482,Active,44,,,,93.27,,11.08,1.56,5.24,49.86,34.98,2.82,5.52,1.02,0,4.08,4.76,5.51,3.46,Active,38,,,verified
413,24832545,2380628,Active,65,,,,39.91,,3.21,2.15,5.75,79.59,70.66,19.75,8.97,5.77,4.03,3.4,5.44,0,0,Active,47.35,,,verified
414,24832661,9660248,Active,58,,,,56.45,,5.52,2.92,8.2,90.69,34.67,16.16,9.82,11.74,9.16,5.7,4.88,6.09,2.74,Active,48.7,,,verified
415,24833646,2398549,Active,68,,,,31.47,,1.64,3.52,4.68,92.92,87.73,26.8,13.8,3.74,0,0,0,0,0.69,Active,39.72,,,verified
416,24834299,135519935,Active,41,,,>,100,,264.58,0.55,6.97,25.46,29.18,33.72,10.52,7.6,0.7,0,6.28,0,0,Active,62.02,,,verified
417,24834972,2172366,Active,57,,,,60.56,,6.27,2.03,6.98,67.86,48.86,7.73,0,0,0.7,0,13.95,5.41,2.06,Active,35.15,,,verified
418,24835364,3515733,Active,41,,,>,100,,9.09,1.73,3.58,46.24,25.11,3.51,0,4.84,0,0,5.58,0,4.11,Active,42.96,,,verified
419,24835521,9654850,Active,66,,,,36.72,,3.89,3.41,9.29,90.81,77.29,17.56,9.12,13.13,12.68,7.13,9.77,6.76,8.23,Active,65.03,,,verified
420,24836021,2315232,Active,64,,,,41.35,,2.57,2.14,4.44,80.19,67.27,19.04,11.04,0,0,1.36,0,0,0,Active,38.55,,,verified
421,24836087,135519976,Active,63,,,,44.97,,3.38,1.34,4.03,76.73,47.37,37.59,16.56,0,2.69,0,0,0,0,Active,61.18,,,verified
422,24836171,4882569,Active,41,,,>,100,,9.86,1.16,2.02,41.62,27.82,15.46,3.51,0,0,0,0,0,0,Active,44.55,,,verified
423,24836866,2381244,Active,48,,,,81.43,,3.92,3.15,4.09,65.93,16.99,2.82,9.66,4.42,0,0.68,0,2.75,4.16,Active,39.87,,,verified
424,24836950,9641949,Active,50,,,,76.24,,9.27,3.08,10.16,71.38,17.64,11.24,12.62,2.76,5.64,10.69,14.65,6.09,13.71,Active,37.84,,,verified
425,24837012,135520027,Active,41,,,>,100,,69.45,0.5,10.85,36.67,46.14,52.2,21.74,12.43,4.23,5.7,20.23,1.35,5.49,Active,53.15,,,verified
426,24837351,6536725,Active,63,,,,43.09,,2.77,2.87,5.36,93.46,60.75,14.11,12.42,5.09,0,4.08,4.08,8.26,0,Active,40.26,,,verified
427,24837870,2455058,Active,41,,,>,100,,61.61,0.77,2.01,30.66,19.12,11.99,9.66,1.7,6.72,1.36,0,1.38,1.39,Active,70.59,,,verified
428,24837955,94986,Active,69,,,,28.09,,3.51,1.81,8.22,86.86,66.09,60.84,5.61,2.76,5.64,0,2.09,0,0,Active,91.52,,,verified
429,24838008,4836362,Active,73,,,,18.53,,1.91,2.64,8.15,87.27,96.58,71.24,20.34,15.2,0.7,11.41,4.19,0,10.29,Active,98.31,,,verified
430,24838172,135520062,Active,64,,,,41.95,,6.49,0.98,6.66,65.84,51.1,52.13,17.53,10.36,0,7.84,2.79,0,1.37,Active,40.15,,,verified
431,24839129,2561884,Active,63,,,,43.05,,7.42,1.55,10.2,66.49,69.89,27.96,2.8,4.14,9.86,1.43,11.16,4.73,13.03,Active,64.14,,,verified
432,24840208,135415553,Active,41,,,>,100,,25.51,1.26,3.48,36.21,23.07,2.81,8.41,1.38,0,4.99,0,1.35,0,Active,63.38,,,verified
433,24840609,73677,Active,52,,,,71.17,,6.64,1.33,4.31,63.43,36.1,18.27,11.22,3.45,7.75,0,9.77,0,0,Active,66.76,,,verified
434,24841420,12315418,Active,65,,,,38.01,,2.57,3.33,5.9,100,70.38,19.75,4.83,5.77,9.41,4.08,9.52,4.82,2.77,Active,61.59,,,verified
435,24841447,10603,Active,74,,,,17.36,,1.63,9.52,4.29,100,100,96.99,4.21,0,4.23,9.27,6.28,0,2.06,Active,81.16,,,verified
436,26657957,216328,Active,65,,,,38.14,,3.09,1.59,4.9,84.62,62.97,26.14,16.83,15.89,0.7,0,2.09,0,0,Active,102.64,,,verified
437,26658023,2088816,Active,44,,,,92.68,,4.68,1.73,2.45,53.34,25.79,8.43,3.51,2.07,2.82,0,6.28,0,0,Active,37.31,,,verified
438,26658171,5129182,Active,41,,,>,100,,3800.42,0.37,11.52,13.33,20.53,40.69,28.3,7.13,0,6.12,0,0,0,Active,43.53,,,verified
439,26658345,728026,Active,67,,,,34.46,,4.2,1.93,8.25,70.34,78.98,35.9,4.91,0,0,0,0,0,0,Active,70.6,,,verified
440,26658611,1998838,Active,69,,,,29.3,,1.34,4.06,4.42,90.59,92.35,33.09,7.01,0.69,4.93,0,5.58,0,0,Active,71,,,verified
441,26658640,2025550,Active,66,,,,37.35,,2.34,3.07,5.29,83.49,76.41,18.97,4.21,4.84,0,0,1.4,1.35,4.11,Active,68.36,,,verified
442,26658670,2020405,Active,55,,,,64.97,,2.52,1.97,2.53,67.13,41.92,10.58,0,0,0,0,0,0,0,Active,39.66,,,verified
443,26658678,2008063,Active,52,,,,71.2,,9.76,1.35,6.41,55.42,48.45,16.86,0,6.22,0.7,3.56,9.77,0,0.69,Active,47.1,,,verified
444,26658738,5626807,Active,57,,,,58.35,,5.14,1.97,5.86,66.56,53.74,7.73,0,1.38,0,0,0,0.68,0,Active,49.52,,,verified
445,26658886,282594,Active,65,,,,38.28,,10.62,0.68,9.02,72.33,38.94,43.09,41.75,33.89,10.08,0.68,6.8,0,1.39,Active,76.4,,,verified
446,26658936,9633370,Active,55,,,,64.08,,2.92,2.45,3.42,71.51,40.65,2.11,0,0,1.41,0,0,0,0,Active,41.88,,,verified
447,26658948,135520808,Active,65,,,,38.95,,0.17,4.26,0.4,98.99,74.17,13.35,0,0,0,0,0,0,0,Active,42.97,,,verified
448,26659016,1903391,Active,58,,,,58.04,,7.94,1.44,7.31,72.16,43.5,17.56,10.52,8.98,11.98,9.27,11.86,6.09,0,Active,30.92,,,verified
449,26659275,1526715,Active,66,,,,36.53,,2.31,3.15,5.4,83.11,77.97,20.37,3.51,0,0,2.14,3.49,4.06,0,Active,58.91,,,verified
450,26659646,375895,Active,78,,,,5.23,,0.75,1.48,8.57,86.92,86.1,84.49,78.54,69.69,24.2,8.16,10.2,0,0,Active,80.63,,,verified
451,26659707,1899419,Active,41,,,>,100,,50.59,0.75,4.74,38.36,28.5,20.37,21.74,0,0,2.85,0,2.03,0,Active,32.92,,,verified
452,26659741,1614226,Active,67,,,,34.49,,3.88,0.92,4.79,71.96,59.51,44.12,27.7,15.89,2.11,10.69,6.98,8.79,5.49,Active,31.83,,,verified
453,26659756,1916369,Active,79,,,,4.67,,1.91,1.16,21.58,67.86,81.56,73.91,75.17,100,20.43,2.85,12.56,10.15,10.97,Active,112.06,,,verified
454,26659841,741234,Active,41,,,>,100,,38.12,1.02,2.6,31.33,19.83,14.81,0.69,1.7,0,0,0,0,2.77,Active,28.73,,,verified
455,26660829,6298899,Active,41,,,>,100,,6.63,1.25,1.93,47.53,26.91,15.52,3.45,5.09,0,0,0,3.44,0,Active,29.33,,,verified
456,26660911,6512633,Active,62,,,,46.9,,1.25,3.15,2.35,87.06,57.92,8.46,2.76,0,0,0,0.68,0,0,Active,35.02,,,verified
457,26660923,5923664,Active,65,,,,39.08,,1.08,3.37,2.44,89.72,71.8,16.93,0.69,1.02,0,0,0,0,0,Active,46.91,,,verified
458,26660929,1902752,Active,65,,,,38.49,,2.79,1.31,3.9,72.42,59.71,42.01,18.23,2.07,0,0,0,0,1.37,Active,52.24,,,verified
459,26661187,6900390,Active,65,,,,39.48,,2.65,4.02,6.21,90.46,74.49,9.87,15.87,3.74,0,0,0,0,0,Active,32.18,,,verified
460,26661216,335343,Active,69,,,,30.36,,3.7,1.36,6.83,70.73,69.96,54.03,18.23,4.14,0,0,0,0,0,Active,48.69,,,verified
461,26661242,1894260,Active,68,,,,30.47,,3,1.59,6.04,74.83,73.01,49.67,13.32,2.76,0,0,0,0,2.06,Active,61.35,,,verified
462,26661280,16682212,Active,65,,,,39.22,,4.23,2.17,7.75,76.07,72.67,23.89,2.1,5.53,0.7,0,13.26,0,0,Active,37.88,,,verified
463,26661385,135403521,Active,49,,,,78.95,,5.43,1.45,3.23,57.64,35.56,16.16,3.51,0,6.34,5.7,2.79,0,0,Active,37.59,,,verified
464,26661547,2320670,Active,50,,,,76.91,,3.91,3.1,4.27,70.79,16.96,14.05,0,1.38,1.41,0,1.4,0,0,Active,75.79,,,verified
465,26661562,4969416,Active,43,,,,94.14,,10.31,1.54,4.73,48.19,36.89,4.94,0,0,3.36,0,0,0,0,Active,52.23,,,verified
466,26661614,9612405,Active,63,,,,43.91,,2.71,3.27,5.5,95.15,60.53,11.24,11.92,9.67,2.82,2.85,2.09,0,4.11,Active,58.51,,,verified
467,26663184,2022633,Active,49,,,,79.54,,16.87,0.99,7.13,60.18,36.85,18.97,12.62,2.76,16.91,7.84,7.67,8.12,5.49,Active,55.64,,,verified
468,26663188,2048896,Active,70,,,,27.08,,2.26,4.62,9.04,80.76,100,39.06,9.12,13.13,5.64,0,0,4.06,0,Active,86.65,,,verified
469,26663280,835173,Active,59,,,,53.64,,3.2,1.33,3.06,66.75,49.47,30.49,8.41,3.45,0,0.71,4.19,0,2.74,Active,84,,,verified
470,26664026,3497737,Active,57,,,,59.05,,4.88,2.22,5.91,80.17,36.57,13.35,11.22,6.22,5.64,4.99,6.98,2.71,6.17,Active,90.26,,,verified
471,26664135,5342621,Active,65,,,,38.54,,4.25,2.58,8.64,72.03,78.03,19.67,0,0,0,0,0,0,0,Active,62.52,,,verified
472,26664136,6518539,Active,66,,,,37.76,,2.74,2.78,5.89,89.68,71.66,21.08,6.31,6.91,5.64,4.28,9.07,6.76,4.8,Active,34.43,,,verified
473,26664137,5933652,Active,65,,,,40.2,,0.44,3.15,0.93,92.8,67.18,18.27,0.7,0,0,0,0,0,0,Active,65.15,,,verified
474,26664273,224810,Active,65,,,,39.23,,2.49,2.13,4.52,94.11,59.92,25.01,13.32,8.29,2.11,3.56,0,5.41,0,Active,38.75,,,verified
475,26664520,220284,Active,65,,,,39.77,,1.95,2.27,3.61,82.49,66.09,27.4,0,0,0,0,0,0,0,Active,93.76,,,verified
476,26664533,222169,Active,41,,,>,100,,168.44,0.63,4.18,30.35,24.43,16.16,8.41,7.6,0,0,9.07,8.12,2.06,Active,30.66,,,verified
477,26664583,5358773,Active,78,,,,5.24,,1.29,0.89,11.33,79.84,78.71,69.91,75.31,74.75,38.39,16.4,6.28,6.76,3.43,Active,77.79,,,verified
478,26664594,280492,Active,64,,,,42.87,,5.05,2.56,9.23,72.22,73.56,9.13,4.21,6.91,0,0,1.4,4.73,0,Active,45.47,,,verified
479,26664637,265940,Active,73,,,,18.65,,2.35,0.99,6,78.48,70.98,68.29,38.57,16.58,15.5,9.27,5.58,6.76,6.17,Active,96.23,,,verified
480,26664922,269862,Active,69,,,,29.72,,3.13,2.1,7.48,82.41,74.1,51.29,0,3.45,5.64,4.28,0,0,0,Active,57.71,,,verified
481,26665104,372186,Active,56,,,,62.18,,1.8,1.74,1.75,67.6,43.83,14.75,5.61,0,0.7,0.71,0,1.35,0,Active,39.69,,,verified
482,26665117,246783,Active,55,,,,63.5,,8.36,1.46,6.91,70.14,35.08,23.19,9.82,1.38,7.04,4.28,2.79,14.2,7.54,Active,30.94,,,verified
483,26665118,246853,Active,57,,,,59.78,,2.23,2.2,2.64,73.27,43.7,9.84,1.4,0,1.41,4.28,0,0,,Active,29.73,,,verified
484,26665141,72571,Active,73,,,,18.81,,3.12,1.81,10.93,70.99,80.61,78.69,25.24,8.29,0,0,1.4,0,0,Active,91.93,,,verified
485,26665153,371593,Active,49,,,,79.17,,4.89,1.93,3.69,59.79,31.89,7.73,0,0.69,2.82,3.56,5.58,0,6.17,Active,62.81,,,verified
486,26665155,371271,Active,67,,,,33.46,,14.17,0.52,11.24,51.86,51.26,54.66,40.79,52.23,12.1,14.28,8.84,0,0,Active,32.64,,,verified
487,26665161,5388647,Active,41,,,>,100,,147.71,0.7,8.98,29.05,38.07,27.33,0,0,0,5.7,6.98,10.15,5.49,Active,28.63,,,verified
488,26665163,5388642,Active,55,,,,64.06,,5.85,1.28,4.3,63.43,39.9,30.21,5.61,3.45,0,0,0,0,7.54,Active,40.21,,,verified
489,26665516,1419610,Active,53,,,,70.75,,4.9,1.56,3.67,61.54,39.7,14.75,6.31,0,0,0,9.07,2.71,0,Active,49.62,,,verified
490,26665593,6859360,Active,56,,,,62.66,,1.73,3.4,2.43,81.87,33.25,0,0,3.45,0,0,0.7,1.35,3.43,Active,29.1,,,verified
491,26665710,135403797,Active,76,,,,12.19,,0.85,3.11,6.15,100,100,97.97,47.05,15.2,10.57,5.7,6.98,4.73,4.11,Active,102.77,,,verified
492,26665729,221125,Active,41,,,>,100,,19.44,1.15,4.35,46.66,24.07,11.99,9.66,5.77,0.67,0,10.2,0,4.85,Active,31.29,,,verified
